2458406.7502299999 -3.85 3.00 FEROS
2458406.7929799999 1.95 3.00 FEROS
2458407.5466700001 -7.45 3.00 FEROS
2458407.5928199999 -5.05 3.00 FEROS
2458407.6376100001 -3.05 3.00 FEROS
2458407.7985399999 4.65 3.00 FEROS
2458408.5234300001 -4.15 3.00 FEROS
2458408.5724200001 -11.95 3.00 FEROS
2458408.6138399998 -8.05 3.00 FEROS
2458408.7515599998 3.45 3.00 FEROS
2458408.7960899998 7.25 3.00 FEROS
2458409.5094699999 0.55 3.00 FEROS
2458409.5579300001 3.35 3.00 FEROS
2458409.5905599999 -2.05 3.00 FEROS
2458409.6554299998 9.55 3.00 FEROS
2458410.5167399999 -3.25 3.00 FEROS
2458410.5602199999 -4.95 3.00 FEROS
2458410.6375899999 6.55 3.00 FEROS
2458410.6967699998 2.75 3.00 FEROS
2458410.7926300000 10.45 3.00 FEROS
2458411.5666700001 -7.25 3.00 FEROS
2458411.5936799999 -8.55 3.00 FEROS
2458411.6265199999 -4.55 3.00 FEROS
2458411.6771600000 -8.35 3.00 FEROS
2458411.7343100002 -4.35 3.00 FEROS
2458411.7746000001 -10.35 3.00 FEROS
2458411.7983300001 -1.95 3.00 FEROS
2458412.5312000001 -13.65 3.00 FEROS
2458412.5924999998 -17.55 3.00 FEROS
2458412.6478599999 -5.85 3.00 FEROS
2458412.6774100000 -9.85 3.00 FEROS
2458412.7066199998 -9.35 3.00 FEROS
2458412.7746400000 -4.45 3.00 FEROS
2458412.7906300002 -3.85 3.00 FEROS
2458413.5279299999 0.25 3.00 FEROS
2458413.5561000002 0.15 3.00 FEROS
2458413.6158699999 0.95 3.00 FEROS
2458413.6805799999 5.35 3.00 FEROS
2458413.7344300002 0.15 3.00 FEROS
2458413.7724700002 4.85 3.00 FEROS
2458413.8000099999 7.35 3.00 FEROS
2458414.5532800001 -0.85 3.00 FEROS
2458414.6015599999 1.95 3.00 FEROS
2458414.6390999998 12.05 3.00 FEROS
2458414.6658200002 5.55 3.00 FEROS
2458414.6877299999 6.25 3.00 FEROS
2458414.7280899999 10.25 3.00 FEROS
2458414.7576100002 8.65 3.00 FEROS
2458415.5134399999 1.05 3.00 FEROS
2458415.5639499999 -5.35 3.00 FEROS
2458415.6035000002 -2.85 3.00 FEROS
2458415.6524800002 -1.35 3.00 FEROS
2458415.6863500001 0.95 3.00 FEROS
2458415.7744999998 1.75 3.00 FEROS
2458415.8111600000 11.25 3.00 FEROS
2458416.5128299999 -13.05 3.00 FEROS
2458416.5554999998 -13.35 3.00 FEROS
2458416.5880399998 -13.75 3.00 FEROS
2458416.6402699999 -8.55 3.00 FEROS
2458416.6781700002 -12.85 3.00 FEROS
2458418.4934999999 -3.45 3.00 FEROS
2458418.5283900001 -3.85 3.00 FEROS
2458418.5611600000 -6.75 3.00 FEROS
2458418.6049600001 -0.35 3.00 FEROS
2458418.6463500001 -5.75 3.00 FEROS
2458418.6800799998 -5.45 3.00 FEROS
2458418.7651900002 -1.35 3.00 FEROS
2458419.5012699999 3.05 3.00 FEROS
2458419.5374799999 0.45 3.00 FEROS
2458419.5752699999 6.35 3.00 FEROS
2458419.6038000002 3.05 3.00 FEROS
2458419.6642600000 3.75 3.00 FEROS
2458419.7900600000 4.75 3.00 FEROS
2458423.5584700000 2.15 3.00 FEROS
2458423.6176800001 3.95 3.00 FEROS
2458423.6639200002 2.85 3.00 FEROS
2458423.6941700000 7.15 3.00 FEROS
2458423.7762199999 0.85 3.00 FEROS
2458424.4960599998 3.65 3.00 FEROS
2458424.5399600002 2.65 3.00 FEROS
2458424.6236999999 6.85 3.00 FEROS
2458424.6482699998 0.05 3.00 FEROS
2458424.6816599998 -1.95 3.00 FEROS
2458424.7753400002 3.35 3.00 FEROS
2458425.5098600001 -6.25 3.00 FEROS
2458425.5699999998 -9.05 3.00 FEROS
2458425.6060199998 -11.65 3.00 FEROS
2458425.6612300002 -8.35 3.00 FEROS
2458425.7708899998 -13.95 3.00 FEROS
2458426.5032400000 -4.05 3.00 FEROS
2458426.5516800000 -5.25 3.00 FEROS
2458426.6141400002 -7.05 3.00 FEROS
2458427.5055499999 -6.45 3.00 FEROS
2458427.5528600002 -6.55 3.00 FEROS
2458427.5915199998 -0.95 3.00 FEROS
2458428.5139500001 3.75 3.00 FEROS
2458428.5494800000 2.25 3.00 FEROS
2458428.5900699999 1.75 3.00 FEROS
2458428.6557100001 5.75 3.00 FEROS
2458428.7080700002 4.15 3.00 FEROS
2458429.5085600000 6.15 3.00 FEROS
2458429.5323899998 1.95 3.00 FEROS
2458429.5800999999 -3.35 3.00 FEROS
2458429.6649199999 0.15 3.00 FEROS
2458429.7075100001 3.05 3.00 FEROS
2458430.5290399999 -8.25 3.00 FEROS
2458430.5622299998 -11.75 3.00 FEROS
2458430.6052399999 -7.25 3.00 FEROS
2458430.6372600002 -14.25 3.00 FEROS
2458430.6797099998 -16.45 3.00 FEROS
2458430.7458400000 -10.45 3.00 FEROS
2457613.6767699998 3.02 3.69 CORALIE14
2457672.6929100002 -0.14 2.93 CORALIE14
2458368.6719300002 -3.77 3.59 CORALIE14
2458369.5478699999 -4.03 3.47 CORALIE14
2458369.7286499999 -3.31 3.39 CORALIE14
2458370.4848600002 0.14 3.93 CORALIE14
2458370.7648399998 2.49 3.35 CORALIE14
2458371.5362499999 8.05 3.46 CORALIE14
2454705.6942400001 1.86 3.59 CORALIE07
2454734.6769800000 18.84 3.90 CORALIE07
2454737.6356400000 0.00 3.45 CORALIE07
2455081.7836500001 -7.73 5.29 CORALIE07
2455756.7933000000 -8.19 4.90 CORALIE07
2455801.8111299998 0.21 4.50 CORALIE07
2456583.6719599999 -4.97 3.16 CORALIE07
2458367.4761844901 8.73 2.84 HARPS
2458367.5415293998 8.13 2.61 HARPS
2458367.6139457999 7.91 2.59 HARPS
2458367.6665828200 5.89 3.08 HARPS
2458367.7074378398 5.79 2.94 HARPS
2458367.8394933101 2.20 3.06 HARPS
2458367.9045835701 1.87 3.14 HARPS
2458368.4768198198 -0.31 2.96 HARPS
2458368.5194224301 -0.87 2.45 HARPS
2458368.5846862500 2.87 2.79 HARPS
2458368.6475080200 3.79 3.09 HARPS
2458368.7202947098 2.21 3.32 HARPS
2458368.8441327498 -1.69 3.77 HARPS
2458368.8855316900 -4.14 3.62 HARPS
2458394.4933469598 0.39 0.38 HARPS
2458394.6263021799 5.92 0.41 HARPS
2458396.6309758001 -0.21 0.75 HARPS
2458396.7407725099 0.00 0.51 HARPS
2458397.4849525299 -7.38 0.73 HARPS
2458397.6958657801 -1.79 0.62 HARPS
2458398.5452010501 -3.22 0.54 HARPS
2458398.6227657800 1.02 0.50 HARPS
2458409.5191572700 0.94 0.53 HARPS
2458409.6134334598 1.68 0.49 HARPS
2458409.7085776501 5.73 0.56 HARPS
2458412.4991098400 -11.87 0.39 HARPS
2458412.5935479701 -8.46 0.46 HARPS
2458412.6969090998 -5.30 0.55 HARPS
2458417.5193607998 -7.28 3.50 HARPS
2458417.6855184399 -5.34 4.04 HARPS
2458417.7445537699 -3.13 4.52 HARPS
2458418.5343145998 0.04 3.07 HARPS
2458418.6726037501 -0.40 4.03 HARPS
2458418.7634077100 0.79 4.16 HARPS
2458419.6299223900 0.37 2.81 HARPS
2458419.6926842802 0.78 3.35 HARPS
2458423.5171197401 1.71 3.27 HARPS
2458423.7106711599 3.42 3.78 HARPS
2458429.5456253798 1.73 3.66 HARPS
2458429.6385703301 -1.45 3.22 HARPS
2458430.5488312799 -5.57 2.87 HARPS
2458430.6409429498 -7.35 3.42 HARPS
2458431.6690083002 -14.70 4.51 HARPS
2458431.7109961398 -12.98 4.20 HARPS
2458432.5184865599 -2.24 3.34 HARPS
2458432.6337563600 -4.18 5.66 HARPS
2458432.7067258498 -4.37 4.91 HARPS
